,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Is old
2714,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,young
459,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,young
521,M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,young
3405,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,young
162,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,old
1538,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,young
2776,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,young
1627,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,young
286,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,young
1501,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,young
1429,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,old
241,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,old
1802,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,young
1162,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,young
453,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,old
1821,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,old
140,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,young
1628,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,young
674,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,old
1069,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,young
1236,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,young
1151,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,young
542,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,young
258,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,young
1484,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,young
55,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,young
422,I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,young
2200,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,old
2635,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,young
414,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,old
1646,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,young
954,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,young
2824,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,young
2000,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,young
3855,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,young
1251,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,young
3096,M,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,young
2025,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,young
1181,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,young
2569,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,young
985,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,young
3240,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,old
106,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,old
3616,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,young
163,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,old
2440,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,young
2472,M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,old
1526,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,young
802,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,young
1505,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,young
3695,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,young
3943,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,young
3249,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,young
4028,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,young
1645,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,young
1556,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,young
280,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,young
599,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,old
1924,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,young
806,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,young
1808,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,young
1076,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,young
1261,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,young
4102,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,young
1028,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,young
2143,I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,young
175,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,young
1742,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,young
642,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,old
2626,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,young
223,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,young
78,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,young
324,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,young
1541,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,young
462,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,old
1931,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,young
3513,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,young
1240,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,young
2441,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,old
3640,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,young
3421,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,young
376,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,old
1264,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,young
491,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,old
2995,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,young
4063,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,young
3275,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,old
1073,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,young
448,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,old
3553,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,young
3162,F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,young
3552,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,young
2105,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,young
1202,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,young
1670,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,young
3564,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,young
2067,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,young
1753,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,young
2632,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,young
1842,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,young
676,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,old
2744,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,young
2459,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,young
2351,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,old
3673,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,young
526,M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,young
721,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,young
1433,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,young
3966,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,young
1874,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,young
4115,F,0.57,0.45,0.15,0.9645,0.531,0.189,0.209,young
4040,I,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,young
503,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,old
3929,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,young
2026,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,young
2656,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,young
2193,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,old
3520,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,young
2931,F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,young
1744,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,young
1410,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,young
1091,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,young
2885,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,young
2292,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,young
3201,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,young
3903,I,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,young
578,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,young
3122,F,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,young
3534,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,young
240,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,young
2806,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,young
3791,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,young
3500,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,young
3227,F,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,young
274,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,old
2392,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,young
2103,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,young
205,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,young
907,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,young
165,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,old
3936,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,young
692,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,young
67,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,old
1610,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,young
2444,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,young
83,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,old
57,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,young
3976,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,young
1349,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,young
1021,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,young
2717,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,young
1752,F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,young
2998,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,young
3516,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,old
1857,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,young
3904,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,old
741,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,old
2225,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,young
3402,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,old
3449,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,young
2651,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,young
580,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,old
2914,M,0.59,0.5,0.15,1.142,0.485,0.265,0.345,young
962,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,young
2353,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,old
1512,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,young
1634,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,young
1870,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,young
2518,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,young
1965,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,young
2571,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,young
3646,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,young
1695,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,young
1893,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,young
1830,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,young
359,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,old
3859,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,old
367,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,young
3706,F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,young
2476,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,old
2131,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,young
2837,M,0.58,0.445,0.16,0.984,0.49,0.201,0.27,young
2553,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,young
816,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,young
2,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,young
1925,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,young
933,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,young
1985,F,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,young
747,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,old
3314,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,young
531,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,old
1937,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,young
2248,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,young
391,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,young
3623,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,young
1938,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,young
572,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,old
1044,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,old
1730,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,young
1303,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,young
2172,I,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,young
3359,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,young
3618,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,young
888,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,young
1252,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,young
40,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,young
938,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,young
848,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,young
1631,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,young
1775,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,young
1184,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,young
3968,I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,young
3561,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,young
4079,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,young
3048,M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,young
2365,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,old
1641,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,young
1500,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,young
3749,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,young
2037,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,young
2462,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,old
1528,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,old
4105,F,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,young
4166,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,young
2920,F,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,young
1615,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,young
396,I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,young
51,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,young
1823,M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,young
2293,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,young
694,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,young
3320,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,old
1560,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,young
2981,I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,young
201,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,young
3886,I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,young
2320,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,old
3081,M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,old
1876,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,young
1839,I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,young
1958,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,old
2021,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,young
3663,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,young
2299,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,young
1718,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,young
2674,M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,young
3343,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,old
3672,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,young
456,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,young
3763,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,young
4038,I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,young
1976,M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,young
102,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,old
1911,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,young
160,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,old
3071,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,young
404,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,young
3708,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,young
2092,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,young
2278,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,old
2260,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,old
2165,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,young
3061,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,young
128,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,young
2503,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,young
3709,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,young
4153,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,young
398,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,young
2342,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,young
1983,M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,young
3901,M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,old
4049,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,old
4034,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,young
3299,F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,old
2707,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,young
2347,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,old
1320,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,young
2361,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,young
783,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,young
3435,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,young
939,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,young
1826,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,young
4126,I,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,young
3900,I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,young
1921,F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,young
2618,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,young
2860,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,young
3125,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,young
3185,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,old
2545,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,young
300,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,young
2065,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,young
3284,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,young
3088,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,young
484,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,old
943,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,young
2421,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,old
4065,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,young
3194,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,old
3243,M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,old
3848,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,young
1787,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,young
2527,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,young
510,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,old
2224,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,old
516,M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,young
3450,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,young
1640,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,young
2542,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,young
1682,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,young
195,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,young
1506,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,young
3648,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,young
3369,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,old
2410,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,young
2466,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,young
109,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,young
2447,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,old
3289,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,old
1951,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,young
825,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,young
2128,I,0.4,0.31,0.1,0.127,0.106,0.071,0.085,young
699,F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,old
9,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,young
3207,I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,young
1950,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,young
659,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,old
3420,M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,young
1601,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,young
1214,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,young
1862,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,young
1267,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,young
534,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,young
1225,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,young
1444,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,young
2691,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,young
4104,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,young
1149,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,young
2212,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,old
3833,F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,old
2558,I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,young
507,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,old
2924,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,old
754,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,old
2791,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,young
932,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,young
4124,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,young
1928,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,young
1359,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,young
636,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,young
592,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,young
1562,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,young
92,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,old
688,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,old
2841,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,young
2484,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,old
1946,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,young
1910,F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,young
3379,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,young
1368,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,young
90,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,old
900,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,young
1502,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,young
1350,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,young
2110,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,old
1081,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,young
1576,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,young
751,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,old
1803,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,young
99,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,young
2435,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,old
425,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,young
3093,M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,young
3223,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,old
3800,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,young
1919,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,young
2670,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,young
3409,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,young
705,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,young
1307,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,young
2615,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,young
1232,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,young
930,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,young
